animal;fruit_1;fruit_2;fruit_3;fruit_4;rest_1_1;rest_1_2;rest_2_1;rest_2_2;rest_3_1;rest_3_2
bear.png;banana_1.png;pear_1.png;apple_1.png;orange_1.png;banana_2.jpg;orange_2.jpg;banana_2.jpg;apple_2.png;orange_2.jpg;apple_2.png
